STATISTIC,REGION,TYPE OF POLICING,POLICING JURISDICTION,Year,Value
Population,Capital,Independent Municipal,Victoria Mun,2013,99612.0
Population,Capital,RCMP Municipal,View Royal Mun,2013,10543.0
Population,Cariboo,RCMP Provincial,Wells Prov,2013,354.0
Population,Central Okanagan,RCMP Municipal,West Kelowna Mun,2013,31926.0
Population,Capital,RCMP Provincial,West Shore Prov,2013,9020.0
Population,Metro Vancouver,Independent Municipal,West Vancouver Mun,2013,45343.0
Population,Squamish Lillooet,RCMP Municipal,Whistler Mun,2013,10324.0
Population,Squamish Lillooet,RCMP Provincial,Whistler Prov,2013,314.0
Population,Metro Vancouver,RCMP Municipal,White Rock Mun,2013,19216.0
Population,Cariboo,RCMP Municipal,Williams Lake Mun,2013,10873.0
Population,Cariboo,RCMP Provincial,Williams Lake Prov,2013,12931.0
Criminal Code Offences,Fraser Valley,Independent Municipal,Abbotsford Mun,2014,7994.0
Criminal Code Offences,Fraser Valley,RCMP Provincial,Agassiz Prov,2014,413.0
Criminal Code Offences,Mount Waddington,RCMP Provincial,Alert Bay Prov,2014,232.0
Criminal Code Offences,Cariboo,RCMP Provincial,Alexis Creek Prov,2014,306.0
Criminal Code Offences,Cariboo,RCMP Provincial,Anahim Lake Prov,2014,158.0
Criminal Code Offences,North Okanagan,RCMP Provincial,Armstrong Prov,2014,201.0
Criminal Code Offences,Thompson Nicola,RCMP Provincial,Ashcroft Prov,2014,253.0
Criminal Code Offences,Kitimat Stikine,RCMP Provincial,Atlin Prov,2014,73.0
Criminal Code Offences,Thompson Nicola,RCMP Provincial,Barriere Prov,2014,246.0
Criminal Code Offences,Central Coast,RCMP Provincial,Bella Bella Prov,2014,269.0
Criminal Code Offences,Central Coast,RCMP Provincial,Bella Coola Prov,2014,229.0
Criminal Code Offences,Fraser Valley,RCMP Provincial,Boston Bar Prov,2014,75.0
Criminal Code Offences,Kootenay Boundary,RCMP Provincial,Boundary/Grand Forks Prov,2014,466.0
Criminal Code Offences,Kootenay Boundary,RCMP Provincial,Boundary/Midway Prov,2014,165.0
Criminal Code Offences,Metro Vancouver,RCMP Provincial,Bowen Island Prov,2014,70.0
Criminal Code Offences,Metro Vancouver,RCMP Municipal,Burnaby Mun,2014,14538.0
Criminal Code Offences,Bulkley Nechako,RCMP Provincial,Burns Lake Prov,2014,785.0
Criminal Code Offences,Strathcona,RCMP Municipal,Campbell River Mun,2014,3225.0
Criminal Code Offences,Strathcona,RCMP Provincial,Campbell River Prov,2014,372.0
Criminal Code Offences,Central Kootenay,RCMP Municipal,Castlegar Mun,2014,625.0
Criminal Code Offences,Central Kootenay,RCMP Provincial,Castlegar Prov,2014,217.0
Criminal Code Offences,Capital,Independent Municipal,Central Saanich Mun,2014,427.0
Criminal Code Offences,Thompson Nicola,RCMP Provincial,Chase Prov,2014,511.0
Criminal Code Offences,Peace River,RCMP Provincial,Chetwynd Prov,2014,480.0
Criminal Code Offences,Fraser Valley,RCMP Municipal,Chilliwack Mun,2014,8926.0
Criminal Code Offences,Fraser Valley,RCMP Provincial,Chilliwack Prov,2014,800.0
Criminal Code Offences,Thompson Nicola,RCMP Provincial,Clearwater Prov,2014,257.0
Criminal Code Offences,Thompson Nicola,RCMP Provincial,Clinton Prov,2014,97.0
Criminal Code Offences,North Okanagan,RCMP Municipal,Coldstream Mun,2014,329.0
Criminal Code Offences,East Kootenay,RCMP Provincial,Columbia Valley Prov,2014,569.0
Criminal Code Offences,Capital,RCMP Municipal,Colwood Mun,2014,457.0
Criminal Code Offences,Comox Valley,RCMP Municipal,Comox Mun,2014,454.0
Criminal Code Offences,Comox Valley,RCMP Provincial,Comox Valley Prov,2014,842.0
Criminal Code Offences,Metro Vancouver,RCMP Municipal,Coquitlam Mun,2014,8034.0
Criminal Code Offences,Metro Vancouver,RCMP Provincial,Coquitlam Prov,2014,73.0
Criminal Code Offences,Comox Valley,RCMP Municipal,Courtenay Mun,2014,2505.0
Criminal Code Offences,East Kootenay,RCMP Municipal,Cranbrook Mun,2014,1480.0
Criminal Code Offences,East Kootenay,RCMP Provincial,Cranbrook Prov,2014,212.0
Criminal Code Offences,Central Kootenay,RCMP Municipal,Creston Mun,2014,414.0
Criminal Code Offences,Central Kootenay,RCMP Provincial,Creston Prov,2014,291.0
Criminal Code Offences,Peace River,RCMP Municipal,Dawson Creek Mun,2014,1715.0
Criminal Code Offences,Peace River,RCMP Provincial,Dawson Creek Prov,2014,335.0
Criminal Code Offences,Kitimat Stikine,RCMP Provincial,Dease Lake Prov,2014,189.0
Criminal Code Offences,Metro Vancouver,Independent Municipal,Delta Mun,2014,5272.0
Criminal Code Offences,Cowichan Valley,RCMP Provincial,Duncan Prov,2014,1897.0
Criminal Code Offences,East Kootenay,RCMP Provincial,Elk Valley Prov,2014,782.0
Criminal Code Offences,North Okanagan,RCMP Provincial,Enderby Prov,2014,440.0
Criminal Code Offences,Columbia Shuswap,RCMP Provincial,Falkland Prov,2014,98.0
Criminal Code Offences,Bulkley Nechako,RCMP Provincial,Fort St James Prov,2014,1015.0
Criminal Code Offences,Peace River,RCMP Municipal,Fort St John Mun,2014,3114.0
Criminal Code Offences,Peace River,RCMP Provincial,Fort St John Prov,2014,721.0
Criminal Code Offences,Bulkley Nechako,RCMP Provincial,Fraser Lake Prov,2014,136.0
Criminal Code Offences,Nanaimo,RCMP Provincial,Gabriola Island Prov,2014,231.0
Criminal Code Offences,Columbia Shuswap,RCMP Provincial,Golden Prov,2014,454.0
Criminal Code Offences,Fraser Valley,RCMP Municipal,Hope Mun,2014,771.0
Criminal Code Offences,Fraser Valley,RCMP Provincial,Hope  Prov,2014,141.0
Criminal Code Offences,Bulkley Nechako,RCMP Provincial,Houston/Granisle Prov,2014,355.0
Criminal Code Offences,Peace River,RCMP Provincial,Hudson's Hope Prov,2014,67.0
Criminal Code Offences,Thompson Nicola,RCMP Municipal,Kamloops Mun,2014,8514.0
Criminal Code Offences,Central Kootenay,RCMP Provincial,Kaslo Prov,2014,135.0
Criminal Code Offences,Central Okanagan,RCMP Municipal,Kelowna Mun,2014,10811.0
Criminal Code Offences,Central Okanagan,RCMP Provincial,Kelowna Prov,2014,1102.0
Criminal Code Offences,Fraser Valley,RCMP Municipal,Kent Mun,2014,383.0
Criminal Code Offences,Okanagan Similkameen,RCMP Provincial,Keremeos Prov,2014,436.0
Criminal Code Offences,East Kootenay,RCMP Municipal,Kimberley Mun,2014,221.0
Criminal Code Offences,East Kootenay,RCMP Provincial,Kimberley Prov,2014,54.0
Criminal Code Offences,Kitimat Stikine,RCMP Municipal,Kitimat Mun,2014,809.0
Criminal Code Offences,Kitimat Stikine,RCMP Provincial,Kitimat Prov,2014,50.0
Criminal Code Offences,Cowichan Valley,RCMP Municipal,Ladysmith Mun,2014,484.0
Criminal Code Offences,Cowichan Valley,RCMP Provincial,Ladysmith Prov,2014,310.0
Criminal Code Offences,Central Okanagan,RCMP Municipal,Lake Country Mun,2014,573.0
Criminal Code Offences,Cowichan Valley,RCMP Provincial,Lake Cowichan Prov,2014,435.0
Criminal Code Offences,Capital,RCMP Municipal,Langford Mun,2014,1736.0
Criminal Code Offences,Metro Vancouver,RCMP Municipal,Langley City Mun,2014,3633.0
Criminal Code Offences,Metro Vancouver,RCMP Municipal,Langley Township Mun,2014,8706.0
Criminal Code Offences,Squamish Lillooet,RCMP Provincial,Lillooet Prov,2014,325.0
Criminal Code Offences,Kitimat Stikine,RCMP Provincial,Lisims/Nass Valley Prov,2014,236.0
Criminal Code Offences,Thompson Nicola,RCMP Provincial,Logan Lake Prov,2014,119.0
Criminal Code Offences,North Okanagan,RCMP Provincial,Lumby Prov,2014,211.0
Criminal Code Offences,Thompson Nicola,RCMP Provincial,Lytton Prov,2014,140.0
Criminal Code Offences,Fraser Fort George,RCMP Provincial,Mackenzie Prov,2014,543.0
Criminal Code Offences,Metro Vancouver,RCMP Municipal,Maple Ridge Mun,2014,6945.0
Criminal Code Offences,North Coast Regional District (22),RCMP Provincial,Masset Prov,2014,342.0
Criminal Code Offences,Fraser Fort George,RCMP Provincial,McBride Prov,2014,111.0
Criminal Code Offences,Thompson Nicola,RCMP Municipal,Merritt Mun,2014,1039.0
Criminal Code Offences,Thompson Nicola,RCMP Provincial,Merritt Prov,2014,279.0
Criminal Code Offences,Fraser Valley,RCMP Municipal,Mission Mun,2014,3655.0
Criminal Code Offences,Fraser Valley,RCMP Provincial,Mission Prov,2014,230.0
Criminal Code Offences,Central Kootenay,RCMP Provincial,Nakusp Prov,2014,203.0
Criminal Code Offences,Nanaimo,RCMP Municipal,Nanaimo Mun,2014,8981.0
Criminal Code Offences,Nanaimo,RCMP Provincial,Nanaimo Prov,2014,450.0
Criminal Code Offences,Central Kootenay,Independent Municipal,Nelson Mun,2014,865.0
Criminal Code Offences,Central Kootenay,RCMP Provincial,Nelson Prov,2014,231.0
Criminal Code Offences,Kitimat Stikine,RCMP Provincial,New Hazelton Prov,2014,1186.0
Criminal Code Offences,Metro Vancouver,Independent Municipal,New Westminster Mun,2014,5816.0
Criminal Code Offences,Strathcona,RCMP Provincial,Nootka Sound Prov,2014,183.0
Criminal Code Offences,Cowichan Valley,RCMP Municipal,North Cowichan Mun,2014,2018.0
Criminal Code Offences,Capital,RCMP Municipal,North Saanich Mun,2014,312.0
Criminal Code Offences,Metro Vancouver,RCMP Municipal,North Vancouver City Mun,2014,3499.0
Criminal Code Offences,Metro Vancouver,RCMP Municipal,North Vancouver District Mun,2014,3326.0
Criminal Code Offences,Metro Vancouver,RCMP Provincial,North Vancouver Prov,2014,313.0
Criminal Code Offences,Northern Rockies,RCMP Municipal,Northern Rockies Mun,2014,691.0
Criminal Code Offences,Northern Rockies,RCMP Provincial,Northern Rockies Prov,2014,323.0
Criminal Code Offences,Capital,Independent Municipal,Oak Bay Mun,2014,479.0
Criminal Code Offences,Nanaimo,RCMP Provincial,Oceanside Prov,2014,725.0
Criminal Code Offences,Cariboo,RCMP Provincial,One Hundred Mile House Prov,2014,551.0
Criminal Code Offences,Capital,RCMP Provincial,Outer Gulf  Islands Prov,2014,158.0
Criminal Code Offences,Nanaimo,RCMP Municipal,Parksville Mun,2014,798.0
Criminal Code Offences,Central Okanagan,RCMP Municipal,Peachland Mun,2014,221.0
Criminal Code Offences,Squamish Lillooet,RCMP Provincial,Pemberton Prov,2014,276.0
Criminal Code Offences,Okanagan Similkameen,RCMP Municipal,Penticton Mun,2014,3494.0
Criminal Code Offences,Okanagan Similkameen,RCMP Provincial,Penticton Prov,2014,582.0
Criminal Code Offences,Metro Vancouver,RCMP Municipal,Pitt Meadows Mun,2014,1594.0
Criminal Code Offences,Alberni Clayoquot,RCMP Municipal,Port Alberni Mun,2014,1960.0
Criminal Code Offences,Alberni Clayoquot,RCMP Provincial,Port Alberni Prov,2014,238.0
Criminal Code Offences,Mount Waddington,RCMP Provincial,Port Alice Prov,2014,34.0
Criminal Code Offences,Metro Vancouver,RCMP Municipal,Port Coquitlam Mun,2014,4112.0
Criminal Code Offences,Mount Waddington,RCMP Provincial,Port Hardy Prov,2014,779.0
Criminal Code Offences,Mount Waddington,RCMP Provincial,Port McNeill Prov,2014,228.0
Criminal Code Offences,Metro Vancouver,Independent Municipal,Port Moody Mun,2014,1052.0
Criminal Code Offences,Powell River,RCMP Municipal,Powell River Mun,2014,984.0
Criminal Code Offences,Powell River,RCMP Provincial,Powell River Prov,2014,203.0
Criminal Code Offences,Fraser Fort George,RCMP Municipal,Prince George Mun,2014,10229.0
Criminal Code Offences,Fraser Fort George,RCMP Provincial,Prince George Prov,2014,435.0
Criminal Code Offences,North Coast Regional District (22),RCMP Municipal,Prince Rupert Mun,2014,2373.0
Criminal Code Offences,North Coast Regional District (22),RCMP Provincial,Prince Rupert Prov,2014,215.0
Criminal Code Offences,Okanagan Similkameen,RCMP Provincial,Princeton Prov,2014,345.0
Criminal Code Offences,Strathcona,RCMP Provincial,Quadra Island Prov,2014,88.0
Criminal Code Offences,Nanaimo,RCMP Municipal,Qualicum Beach Mun,2014,228.0
Criminal Code Offences,North Coast Regional District (22),RCMP Provincial,Queen Charlotte Prov,2014,118.0
Criminal Code Offences,Cariboo,RCMP Municipal,Quesnel Mun,2014,1810.0
Criminal Code Offences,Cariboo,RCMP Provincial,Quesnel Prov,2014,584.0
Criminal Code Offences,Columbia Shuswap,RCMP Municipal,Revelstoke Mun,2014,432.0
Criminal Code Offences,Columbia Shuswap,RCMP Provincial,Revelstoke Prov,2014,31.0
Criminal Code Offences,Metro Vancouver,RCMP Municipal,Richmond Mun,2014,12345.0
Criminal Code Offences,Metro Vancouver,RCMP Provincial,Ridge Meadows Prov,2014,29.0
Criminal Code Offences,Capital,Independent Municipal,Saanich Mun,2014,3894.0
Criminal Code Offences,Central Kootenay,RCMP Provincial,Salmo Prov,2014,196.0
Criminal Code Offences,Columbia Shuswap,RCMP Municipal,Salmon Arm Mun,2014,852.0
Criminal Code Offences,Columbia Shuswap,RCMP Provincial,Salmon Arm Prov,2014,258.0
Criminal Code Offences,Capital,RCMP Provincial,Saltspring Island Prov,2014,326.0
Criminal Code Offences,Strathcona,RCMP Provincial,Sayward Prov,2014,51.0
Criminal Code Offences,Sunshine Coast,RCMP Municipal,Sechelt Mun,2014,529.0
Criminal Code Offences,Cowichan Valley,RCMP Provincial,Shawnigan Lake Prov,2014,619.0
Criminal Code Offences,Columbia Shuswap,RCMP Provincial,Sicamous Prov,2014,241.0
Criminal Code Offences,Capital,RCMP Municipal,Sidney Mun,2014,465.0
Criminal Code Offences,Capital,RCMP Provincial,Sidney Prov,2014,287.0
Criminal Code Offences,Central Kootenay,RCMP Provincial,Slocan Lake Prov,2014,128.0
Criminal Code Offences,Bulkley Nechako,RCMP Municipal,Smithers Mun,2014,1015.0
Criminal Code Offences,Bulkley Nechako,RCMP Provincial,Smithers Prov,2014,381.0
Criminal Code Offences,Capital,RCMP Municipal,Sooke Mun,2014,711.0
Criminal Code Offences,Capital,RCMP Provincial,Sooke Prov,2014,167.0
Criminal Code Offences,Okanagan Similkameen,RCMP Provincial,South Okanagan/Oliver,2014,707.0
Criminal Code Offences,Okanagan Similkameen,RCMP Provincial,South Okanagan/Osoyoos,2014,749.0
Criminal Code Offences,North Okanagan,RCMP Municipal,Spallumcheen Mun,2014,123.0
Criminal Code Offences,Squamish Lillooet,RCMP Municipal,Squamish Mun,2014,1560.0
Criminal Code Offences,Squamish Lillooet,RCMP Provincial,Squamish Prov,2014,168.0
Criminal Code Offences,Kitimat Stikine,RCMP Provincial,Stewart Prov,2014,49.0
Criminal Code Offences,Squamish Lillooet,First Nations Aboriginal Police Service,Stl'atl'imx FNAPS,2014,332.0
Criminal Code Offences,Okanagan Similkameen,RCMP Municipal,Summerland Mun,2014,374.0
Criminal Code Offences,Sunshine Coast,RCMP Provincial,Sunshine Coast Prov,2014,789.0
Criminal Code Offences,Metro Vancouver,RCMP Municipal,Surrey Mun,2014,49453.0
Criminal Code Offences,Bulkley Nechako,RCMP Provincial,Takla Landing Prov,2014,104.0
Criminal Code Offences,Kitimat Stikine,RCMP Municipal,Terrace Mun,2014,2131.0
Criminal Code Offences,Kitimat Stikine,RCMP Provincial,Terrace Prov,2014,539.0
Criminal Code Offences,Powell River,RCMP Provincial,Texada Island Prov,2014,29.0
Criminal Code Offences,Thompson Nicola,RCMP Provincial,T'Kumlups Prov,2014,619.0
Criminal Code Offences,Alberni Clayoquot,RCMP Provincial,Tofino Prov,2014,392.0
Criminal Code Offences,Kootenay Boundary,RCMP Municipal,Trail Mun,2014,691.0
Criminal Code Offences,Kootenay Boundary,RCMP Provincial,Trail and Greater District,2014,377.0
Criminal Code Offences,Fraser Fort George,RCMP Provincial,Tsay Keh Dene Prov,2014,182.0
Criminal Code Offences,Peace River,RCMP Provincial,Tumbler Ridge Prov,2014,139.0
Criminal Code Offences,Alberni Clayoquot,RCMP Provincial,Ucluelet Prov,2014,133.0
Criminal Code Offences,Metro Vancouver,RCMP Provincial,University Prov,2014,1250.0
Criminal Code Offences,Fraser Fort George,RCMP Provincial,Valemount Prov,2014,137.0
Criminal Code Offences,Metro Vancouver,Independent Municipal,Vancouver Mun,2014,49204.0
Criminal Code Offences,Bulkley Nechako,RCMP Provincial,Vanderhoof Prov,2014,1093.0
Criminal Code Offences,North Okanagan,RCMP Municipal,Vernon Mun,2014,4719.0
Criminal Code Offences,North Okanagan,RCMP Provincial,Vernon Prov,2014,396.0
Criminal Code Offences,Capital,Independent Municipal,Victoria Mun,2014,10436.0
Criminal Code Offences,Capital,RCMP Municipal,View Royal Mun,2014,411.0
Criminal Code Offences,Cariboo,RCMP Provincial,Wells Prov,2014,31.0
Criminal Code Offences,Central Okanagan,RCMP Municipal,West Kelowna Mun,2014,1380.0
Criminal Code Offences,Capital,RCMP Provincial,West Shore Prov,2014,218.0
Criminal Code Offences,Metro Vancouver,Independent Municipal,West Vancouver Mun,2014,1791.0
Criminal Code Offences,Squamish Lillooet,RCMP Municipal,Whistler Mun,2014,1221.0
Criminal Code Offences,Squamish Lillooet,RCMP Provincial,Whistler Prov,2014,9.0
Criminal Code Offences,Metro Vancouver,RCMP Municipal,White Rock Mun,2014,1269.0
Criminal Code Offences,Cariboo,RCMP Municipal,Williams Lake Mun,2014,2993.0
Criminal Code Offences,Cariboo,RCMP Provincial,Williams Lake Prov,2014,586.0
Crime Rates,Fraser Valley,Independent Municipal,Abbotsford Mun,2014,57.220000000000006
Crime Rates,Fraser Valley,RCMP Provincial,Agassiz Prov,2014,107.24000000000001
Crime Rates,Mount Waddington,RCMP Provincial,Alert Bay Prov,2014,170.70999999999998
Crime Rates,Cariboo,RCMP Provincial,Alexis Creek Prov,2014,177.19
Crime Rates,Cariboo,RCMP Provincial,Anahim Lake Prov,2014,221.29
Crime Rates,North Okanagan,RCMP Provincial,Armstrong Prov,2014,37.230000000000004
Crime Rates,Thompson Nicola,RCMP Provincial,Ashcroft Prov,2014,67.92
Crime Rates,Kitimat Stikine,RCMP Provincial,Atlin Prov,2014,170.16
Crime Rates,Thompson Nicola,RCMP Provincial,Barriere Prov,2014,61.98
Crime Rates,Central Coast,RCMP Provincial,Bella Bella Prov,2014,164.22
Crime Rates,Central Coast,RCMP Provincial,Bella Coola Prov,2014,119.77
Crime Rates,Fraser Valley,RCMP Provincial,Boston Bar Prov,2014,118.48
Crime Rates,Kootenay Boundary,RCMP Provincial,Boundary/Grand Forks Prov,2014,56.98
Crime Rates,Kootenay Boundary,RCMP Provincial,Boundary/Midway Prov,2014,60.57
Crime Rates,Metro Vancouver,RCMP Provincial,Bowen Island Prov,2014,20.07
Crime Rates,Metro Vancouver,RCMP Municipal,Burnaby Mun,2014,61.92
Crime Rates,Bulkley Nechako,RCMP Provincial,Burns Lake Prov,2014,123.72
Crime Rates,Strathcona,RCMP Municipal,Campbell River Mun,2014,99.17999999999999
Crime Rates,Strathcona,RCMP Provincial,Campbell River Prov,2014,70.33
Crime Rates,Central Kootenay,RCMP Municipal,Castlegar Mun,2014,80.04
Crime Rates,Central Kootenay,RCMP Provincial,Castlegar Prov,2014,35.97
Crime Rates,Capital,Independent Municipal,Central Saanich Mun,2014,26.650000000000002
Crime Rates,Thompson Nicola,RCMP Provincial,Chase Prov,2014,61.290000000000006
Crime Rates,Peace River,RCMP Provincial,Chetwynd Prov,2014,87.42
Crime Rates,Fraser Valley,RCMP Municipal,Chilliwack Mun,2014,103.86
Crime Rates,Fraser Valley,RCMP Provincial,Chilliwack Prov,2014,165.49
Crime Rates,Thompson Nicola,RCMP Provincial,Clearwater Prov,2014,58.720000000000006
Crime Rates,Thompson Nicola,RCMP Provincial,Clinton Prov,2014,52.379999999999995
Crime Rates,North Okanagan,RCMP Municipal,Coldstream Mun,2014,31.259999999999998
Crime Rates,East Kootenay,RCMP Provincial,Columbia Valley Prov,2014,63.2
Crime Rates,Capital,RCMP Municipal,Colwood Mun,2014,27.4
Crime Rates,Comox Valley,RCMP Municipal,Comox Mun,2014,33.01
Crime Rates,Comox Valley,RCMP Provincial,Comox Valley Prov,2014,32.57
Crime Rates,Metro Vancouver,RCMP Municipal,Coquitlam Mun,2014,56.68
Crime Rates,Metro Vancouver,RCMP Provincial,Coquitlam Prov,2014,25.04
Crime Rates,Comox Valley,RCMP Municipal,Courtenay Mun,2014,101.66999999999999
Crime Rates,East Kootenay,RCMP Municipal,Cranbrook Mun,2014,75.66999999999999
Crime Rates,East Kootenay,RCMP Provincial,Cranbrook Prov,2014,32.27
Crime Rates,Central Kootenay,RCMP Municipal,Creston Mun,2014,82.57
Crime Rates,Central Kootenay,RCMP Provincial,Creston Prov,2014,35.21
Crime Rates,Peace River,RCMP Municipal,Dawson Creek Mun,2014,140.02
Crime Rates,Peace River,RCMP Provincial,Dawson Creek Prov,2014,47.55
Crime Rates,Kitimat Stikine,RCMP Provincial,Dease Lake Prov,2014,138.66
Crime Rates,Metro Vancouver,Independent Municipal,Delta Mun,2014,51.49
Crime Rates,Cowichan Valley,RCMP Provincial,Duncan Prov,2014,130.64
Crime Rates,East Kootenay,RCMP Provincial,Elk Valley Prov,2014,56.63
Crime Rates,North Okanagan,RCMP Provincial,Enderby Prov,2014,63.78
Crime Rates,Columbia Shuswap,RCMP Provincial,Falkland Prov,2014,33.760000000000005
Crime Rates,Bulkley Nechako,RCMP Provincial,Fort St James Prov,2014,222.2
Crime Rates,Peace River,RCMP Municipal,Fort St John Mun,2014,147.46
Crime Rates,Peace River,RCMP Provincial,Fort St John Prov,2014,50.21
Crime Rates,Bulkley Nechako,RCMP Provincial,Fraser Lake Prov,2014,39.47
Crime Rates,Nanaimo,RCMP Provincial,Gabriola Island Prov,2014,55.57
Crime Rates,Columbia Shuswap,RCMP Provincial,Golden Prov,2014,65.46000000000001
Crime Rates,Fraser Valley,RCMP Municipal,Hope Mun,2014,134.96
Crime Rates,Fraser Valley,RCMP Provincial,Hope  Prov,2014,122.72
Crime Rates,Bulkley Nechako,RCMP Provincial,Houston/Granisle Prov,2014,78.47
Crime Rates,Peace River,RCMP Provincial,Hudson's Hope Prov,2014,52.96
Crime Rates,Thompson Nicola,RCMP Municipal,Kamloops Mun,2014,95.17999999999999
Crime Rates,Central Kootenay,RCMP Provincial,Kaslo Prov,2014,57.11
Crime Rates,Central Okanagan,RCMP Municipal,Kelowna Mun,2014,88.96000000000001
Crime Rates,Central Okanagan,RCMP Provincial,Kelowna Prov,2014,69.75
Crime Rates,Fraser Valley,RCMP Municipal,Kent Mun,2014,65.11999999999999
Crime Rates,Okanagan Similkameen,RCMP Provincial,Keremeos Prov,2014,92.28
Crime Rates,East Kootenay,RCMP Municipal,Kimberley Mun,2014,32.98
Crime Rates,East Kootenay,RCMP Provincial,Kimberley Prov,2014,28.24
Crime Rates,Kitimat Stikine,RCMP Municipal,Kitimat Mun,2014,95.57
Crime Rates,Kitimat Stikine,RCMP Provincial,Kitimat Prov,2014,86.81
Crime Rates,Cowichan Valley,RCMP Municipal,Ladysmith Mun,2014,58.55
Crime Rates,Cowichan Valley,RCMP Provincial,Ladysmith Prov,2014,53.01
Crime Rates,Central Okanagan,RCMP Municipal,Lake Country Mun,2014,43.91
Crime Rates,Cowichan Valley,RCMP Provincial,Lake Cowichan Prov,2014,71.25
Crime Rates,Capital,RCMP Municipal,Langford Mun,2014,49.94
Crime Rates,Metro Vancouver,RCMP Municipal,Langley City Mun,2014,135.53
Crime Rates,Metro Vancouver,RCMP Municipal,Langley Township Mun,2014,75.11999999999999
Crime Rates,Squamish Lillooet,RCMP Provincial,Lillooet Prov,2014,98.57
Crime Rates,Kitimat Stikine,RCMP Provincial,Lisims/Nass Valley Prov,2014,110.69
Crime Rates,Thompson Nicola,RCMP Provincial,Logan Lake Prov,2014,46.27
Crime Rates,North Okanagan,RCMP Provincial,Lumby Prov,2014,35.39
Crime Rates,Thompson Nicola,RCMP Provincial,Lytton Prov,2014,70.99000000000001
Crime Rates,Fraser Fort George,RCMP Provincial,Mackenzie Prov,2014,149.05
Crime Rates,Metro Vancouver,RCMP Municipal,Maple Ridge Mun,2014,85.64
Crime Rates,North Coast Regional District (22),RCMP Provincial,Masset Prov,2014,168.39000000000001
Crime Rates,Fraser Fort George,RCMP Provincial,McBride Prov,2014,66.35
Crime Rates,Thompson Nicola,RCMP Municipal,Merritt Mun,2014,139.10999999999999
Crime Rates,Thompson Nicola,RCMP Provincial,Merritt Prov,2014,70.45
Crime Rates,Fraser Valley,RCMP Municipal,Mission Mun,2014,96.56
Crime Rates,Fraser Valley,RCMP Provincial,Mission Prov,2014,54.53
Crime Rates,Central Kootenay,RCMP Provincial,Nakusp Prov,2014,59.53
Crime Rates,Nanaimo,RCMP Municipal,Nanaimo Mun,2014,101.14999999999999
Crime Rates,Nanaimo,RCMP Provincial,Nanaimo Prov,2014,32.1
Crime Rates,Central Kootenay,Independent Municipal,Nelson Mun,2014,82.61999999999999
Crime Rates,Central Kootenay,RCMP Provincial,Nelson Prov,2014,18.9
Crime Rates,Kitimat Stikine,RCMP Provincial,New Hazelton Prov,2014,199.5
Crime Rates,Metro Vancouver,Independent Municipal,New Westminster Mun,2014,82.86
Crime Rates,Strathcona,RCMP Provincial,Nootka Sound Prov,2014,96.11
Crime Rates,Cowichan Valley,RCMP Municipal,North Cowichan Mun,2014,67.94000000000001
Crime Rates,Capital,RCMP Municipal,North Saanich Mun,2014,28.1
Crime Rates,Metro Vancouver,RCMP Municipal,North Vancouver City Mun,2014,66.52
Crime Rates,Metro Vancouver,RCMP Municipal,North Vancouver District Mun,2014,38.27
Crime Rates,Metro Vancouver,RCMP Provincial,North Vancouver Prov,2014,110.25
Crime Rates,Northern Rockies,RCMP Municipal,Northern Rockies Mun,2014,129.20999999999998
Crime Rates,Northern Rockies,RCMP Provincial,Northern Rockies Prov,2014,536.54
Crime Rates,Capital,Independent Municipal,Oak Bay Mun,2014,27.37
Crime Rates,Nanaimo,RCMP Provincial,Oceanside Prov,2014,29.2
Crime Rates,Cariboo,RCMP Provincial,One Hundred Mile House Prov,2014,42.52
Crime Rates,Capital,RCMP Provincial,Outer Gulf  Islands Prov,2014,32.690000000000005
Crime Rates,Nanaimo,RCMP Municipal,Parksville Mun,2014,65.25
